month,year,average_tas_c
Dec,2097,-1.7399696350097429
Jan,2098,1.2940803527832259
Feb,2098,3.6208759307861555
Mar,2098,3.72438774108889
Apr,2098,3.4874244689941634
May,2098,3.0229881286621207
Jun,2098,-1.0080909729003906
Jul,2098,-1.1308799743652003
Aug,2098,-8.000913238525357
Sep,2098,-6.819928741455044
Oct,2098,-5.676628112792969
Nov,2098,-3.013991546630848
Dec,2098,-0.28734512329100426
Jan,2099,2.5828079223633154
Feb,2099,4.945895004272472
Mar,2099,5.299736785888683
Apr,2099,5.010675430297852
May,2099,-0.30099830627437996
Jun,2099,-2.325826644897461
Jul,2099,-3.7659088134765284
